Import Data,Date,Item,Received,Item Not Received Data,Pass 1,Pass 2,Pass 3,Notes
02/16/2023;[45656];Bubblt,02.16.2023,45656.0,Bubblt,Ailuvass;Attaris;Bubblt;Budulu;Cñc;Djiino;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Relsie;Rilox;Rradical;Rumpylock;Sinc;Sneakybeak;Toada;Wyrmus;Elemenace;Reae; Nyxiana;luckylira;Littlemenacê;Chickendad;Ailuvass;Haloe;,,,,Mantle of the Wayward Conqueror
02/16/2023;[45536];Sneakybeak,02.16.2023,45536.0,Sneakybeak,Ailuvass;Attaris;Bubblt;Budulu;Cñc;Djiino;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Relsie;Rilox;Rradical;Rumpylock;Sinc;Sneakybeak;Toada;Wyrmus;Elemenace;Reae; Nyxiana;luckylira;Littlemenacê;Chickendad;Ailuvass;Haloe;,,,,Legguards of Cunning Deception
02/16/2023;[45523];Relsie,02.16.2023,45523.0,Relsie,Ailuvass;Attaris;Bubblt;Budulu;Cñc;Djiino;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Relsie;Rilox;Rradical;Rumpylock;Sinc;Sneakybeak;Toada;Wyrmus;Elemenace;Reae; Nyxiana;luckylira;Littlemenacê;Chickendad;Ailuvass;Haloe;,,,,Garona's Guise
02/16/2023;[45530];Attaris,02.16.2023,45530.0,Attaris,Ailuvass;Attaris;Bubblt;Budulu;Cñc;Djiino;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Relsie;Rilox;Rradical;Rumpylock;Sinc;Sneakybeak;Toada;Wyrmus;Elemenace;Reae; Nyxiana;luckylira;Littlemenacê;Chickendad;Ailuvass;Haloe;,,,,Sanity's Bond
02/16/2023;[45657];Wyrmus,02.16.2023,45657.0,Wyrmus,Ailuvass;Attaris;Bubblt;Budulu;Cñc;Djiino;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Relsie;Rilox;Rradical;Rumpylock;Sinc;Sneakybeak;Toada;Wyrmus;Elemenace;Reae; Nyxiana;luckylira;Littlemenacê;Chickendad;Ailuvass;Haloe;,,,,Mantle of the Wayward Protector
02/21/2023;[45111];Cñc,02.21.2023,45111.0,Cñc,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Mimiron's Inferno Couplings
02/21/2023;[45108];Jojor,02.21.2023,45108.0,Jojor,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Mechanist's Bindings
02/21/2023;[45132];Budulu,02.21.2023,45132.0,Budulu,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Golden Saronite Dragon
02/21/2023;[45118];Toada,02.21.2023,45118.0,Toada,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Steamworker's Goggles
02/21/2023;[45446];Littlemenacê,02.21.2023,45446.0,Littlemenacê,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Grasps of Reason
02/21/2023;[45257];Lumchi,02.21.2023,45257.0,Lumchi,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Quartz Crystal Wand
02/21/2023;[45254];Toada,02.21.2023,45254.0,Toada,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Sigil of the Vengeful Heart
02/21/2023;[45249];Toada,02.21.2023,45249.0,Toada,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Brass-lined Boots
02/21/2023;[45547];Sneakybeak,02.21.2023,45547.0,Sneakybeak,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Relic Hunter's Cord
02/21/2023;[45244];Chickendad,02.21.2023,45244.0,Chickendad,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Greaves of Swift Vengeance
02/21/2023;[45224];Relsie,02.21.2023,45224.0,Relsie,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Drape of the Lithe
02/21/2023;[45233];Lilyna,02.21.2023,45233.0,Lilyna,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Stormrune Edge
02/21/2023;[45239];Toada,02.21.2023,45239.0,Toada,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Runeshaper's Gloves
02/21/2023;[45275];Rumpylock,02.21.2023,45275.0,Rumpylock,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Bracers of Unleashed Magic
02/21/2023;[45265];Relsie,02.21.2023,45265.0,Relsie,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Shoulderpads of the Monolith
02/21/2023;[45270];Toada,02.21.2023,45270.0,Toada,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Idol of the Crying Wind
02/21/2023;[45441];Gagethemage,02.21.2023,45441.0,Gagethemage,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Sandals of the Ancient Keeper
02/21/2023;[45327];Sneakybeak,02.21.2023,45327.0,Sneakybeak,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Siren's Cry
02/21/2023;[45315];Lilsteezyxo,02.21.2023,45315.0,Lilsteezyxo,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Stonerender
02/21/2023;[45640];Luckylira,02.21.2023,45640.0,Luckylira,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Crown of the Wayward Vanquisher
02/21/2023;[45639];Wyrmus,02.21.2023,45639.0,Wyrmus,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Crown of the Wayward Protector
02/21/2023;[45463];Hammerzz,02.21.2023,45463.0,Hammerzz,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,"Vulmir, the Northern Tempest"
02/21/2023;[45474];Budulu,02.21.2023,45474.0,Budulu,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Pauldrons of the Combatant
02/21/2023;[45653];Haloe,02.21.2023,45653.0,Haloe,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Legplates of the Wayward Conqueror
02/21/2023;[45653];Attaris,02.21.2023,45653.0,Attaris,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Legplates of the Wayward Conqueror
02/21/2023;[45487];Cñc,02.21.2023,45487.0,Cñc,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Handguards of Revitalization
02/21/2023;[45482];Ailuvass,02.21.2023,45482.0,Ailuvass,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rumpylock;Sneakybeak;Toada;Wyrmus;;Sinc;Rilox;Rradical;Djiino,,,,Leggings of the Lifetender
02/23/2023;[45165];Rilox,02.23.2023,45165.0,Rilox,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,Worldcarver
02/23/2023;[45164];Budulu,02.23.2023,45164.0,Budulu,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,Helm of the Furnace Master
02/23/2023;[45187];Toada,02.23.2023,45187.0,Toada,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,Wristguards of the Firetender
02/23/2023;[45146];Gagethemage,02.23.2023,45146.0,Gagethemage,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,Shackles of the Odalisque
02/23/2023;[45149];Toada,02.23.2023,45149.0,Toada,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,Bracers of the Broodmother
02/23/2023;[45140];Toada,02.23.2023,45140.0,Toada,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,Razorscale Shoulderguards
02/23/2023;[45632];Hammerzz,02.23.2023,45632.0,Hammerzz,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,Breastplate of the Wayward Conqueror
02/23/2023;[46027];Toada,02.23.2023,46027.0,Toada,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,
02/23/2023;[45634];Littlemenacê,02.23.2023,45634.0,Littlemenacê,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,Breastplate of the Wayward Vanquisher
02/23/2023;[45452];Toada,02.23.2023,45452.0,Toada,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,Frostplate Greaves
02/23/2023;[45459];Lilsteezyxo,02.23.2023,45459.0,Lilsteezyxo,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,Frigid Strength of Hodir
02/23/2023;[45663];Lilyna,02.23.2023,45663.0,Lilyna,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,Armbands of Bedlam
02/23/2023;[45643];Jojor,02.23.2023,45643.0,Jojor,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,Gauntlets of the Wayward Vanquisher
02/23/2023;[45093];Littlemenacê,02.23.2023,45093.0,Littlemenacê,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,
02/23/2023;[45642];Cñc,02.23.2023,45642.0,Cñc,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,Gauntlets of the Wayward Protector
02/23/2023;[45492];Ailuvass,02.23.2023,45492.0,Ailuvass,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,Malleable Steelweave Mantle
02/23/2023;[45605];Toada,02.23.2023,45605.0,Toada,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,Daschal's Bite
02/23/2023;[45515];Nyxiana,02.23.2023,45515.0,Nyxiana,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,Ring of the Vacant Eye
02/23/2023;[45516];Lilyna,02.23.2023,45516.0,Lilyna,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,"Voldrethar, Dark Blade of Oblivion"
02/23/2023;[45501];Lilsteezyxo,02.23.2023,45501.0,Lilsteezyxo,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,Boots of the Underdweller
02/23/2023;[45507];Hammerzz,02.23.2023,45507.0,Hammerzz,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,The General's Heart
02/23/2023;[45656];Reae,02.23.2023,45656.0,Reae,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,Mantle of the Wayward Conqueror
02/23/2023;[45523];Sneakybeak,02.23.2023,45523.0,Sneakybeak,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,Garona's Guise
02/23/2023;[45531];Haloe,02.23.2023,45531.0,Haloe,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,Chestguard of the Fallen God
02/23/2023;[45658];Lilsteezyxo,02.23.2023,45658.0,Lilsteezyxo,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,Mantle of the Wayward Vanquisher
02/23/2023;[45097];Sneakybeak,02.23.2023,45097.0,Sneakybeak,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,
02/23/2023;[45537];Ailuvass,02.23.2023,45537.0,Ailuvass,Ailuvass;Attaris;Bubblt;Budulu;Chickendad;Cñc;Gagethemage;Haloe;Hammerzz;Jojor;Khandricl;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Rattenfänger;Reae;Relsie;Rilox;Rumpylock;Sneakybeak;Toada;Wyrmus;Sinc;Rradical;Djiino,,,,Treads of the False Oracle
02/28/2023;[45135];Rumpylock,02.28.2023,45135.0,Rumpylock,Ailuvass;Attaris;Bubblt;Budulu;Cñc;Djiino;Haloe;Hammerzz;Jojor;Lilsteezyxo;Lilyna;Littlemenacê;Luckylira;Lumchi;Mochtitan;Nyxiana;Reae;Relsie;Rilox;Rradical;Rumpylock;Sinc;Sneakybeak;Toada;Wyrmus;Gagethemage;Khandricl;Rattenfänger,,,,Boots of Fiery Resolution
